,Airline,Mean CO2 per seat per airline (kg/km),Keurmerk
64,TUI fly,0.06201232940412019,A
65,TUI fly,0.06201232940412019,A
66,TUI fly,0.06201232940412019,A
67,TUI fly,0.06201232940412019,A
68,TUI fly,0.06201232940412019,A
69,TUI fly,0.06201232940412019,A
70,TUI fly,0.06201232940412019,A
71,TUI fly,0.06201232940412019,A
72,TUI fly,0.06201232940412019,A
73,TUI fly,0.06201232940412019,A
74,TUI fly,0.06201232940412019,A
75,TUI fly,0.06201232940412019,A
76,TUI fly,0.06201232940412019,A
77,TUI fly,0.06201232940412019,A
78,TUI fly,0.06201232940412019,A
79,TUI fly,0.06201232940412019,A
80,TUI fly,0.06201232940412019,A
81,TUI fly,0.06201232940412019,A
82,Corendon Airlines,0.060644598767436254,A
83,Corendon Airlines,0.060644598767436254,A
84,Corendon Airlines,0.060644598767436254,A
85,LOT Polish Airlines,0.0882047098611839,D
86,LOT Polish Airlines,0.0882047098611839,D
87,LOT Polish Airlines,0.0882047098611839,D
88,LOT Polish Airlines,0.0882047098611839,D
89,LOT Polish Airlines,0.0882047098611839,D
90,LOT Polish Airlines,0.0882047098611839,D
91,LOT Polish Airlines,0.0882047098611839,D
92,LOT Polish Airlines,0.0882047098611839,D
93,LOT Polish Airlines,0.0882047098611839,D
94,TUI fly,0.06201232940412019,A
95,TUI fly,0.06201232940412019,A
96,TUI fly,0.06201232940412019,A
97,TUI fly,0.06201232940412019,A
98,TUI fly,0.06201232940412019,A
99,TUI fly,0.06201232940412019,A
100,TUI fly,0.06201232940412019,A
101,TUI fly,0.06201232940412019,A
102,TUI fly,0.06201232940412019,A
103,TUI fly,0.06201232940412019,A
104,TUI fly,0.06201232940412019,A
105,TUI fly,0.06201232940412019,A
106,TUI fly,0.06201232940412019,A
107,TUI fly,0.06201232940412019,A
108,TUI fly,0.06201232940412019,A
109,TUI fly,0.06201232940412019,A
110,TUI fly,0.06201232940412019,A
111,TUI fly,0.06201232940412019,A
112,TUI fly,0.06201232940412019,A
113,TUI fly,0.06201232940412019,A
114,TUI fly,0.06201232940412019,A
115,TUI fly,0.06201232940412019,A
116,TUI fly,0.06201232940412019,A
117,TUI fly,0.06201232940412019,A
118,TUI fly,0.06201232940412019,A
119,TUI fly,0.06201232940412019,A
120,TUI fly,0.06201232940412019,A
121,TUI fly,0.06201232940412019,A
122,TUI fly,0.06201232940412019,A
123,TUI fly,0.06201232940412019,A
124,TUI fly,0.06201232940412019,A
125,TUI fly,0.06201232940412019,A
126,TUI fly,0.06201232940412019,A
127,TUI fly,0.06201232940412019,A
128,Icelandair,0.08840258692288627,D
129,Icelandair,0.08840258692288627,D
130,Icelandair,0.08840258692288627,D
131,Icelandair,0.08840258692288627,D
132,Icelandair,0.08840258692288627,D
133,Icelandair,0.08840258692288627,D
134,Icelandair,0.08840258692288627,D
135,Icelandair,0.08840258692288627,D
136,Icelandair,0.08840258692288627,D
137,Icelandair,0.08840258692288627,D
138,Icelandair,0.08840258692288627,D
139,Icelandair,0.08840258692288627,D
140,Icelandair,0.08840258692288627,D
141,Icelandair,0.08840258692288627,D
142,Icelandair,0.08840258692288627,D
143,Icelandair,0.08840258692288627,D
144,Icelandair,0.08840258692288627,D
145,Icelandair,0.08840258692288627,D
146,Icelandair,0.08840258692288627,D
147,Icelandair,0.08840258692288627,D
148,Icelandair,0.08840258692288627,D
149,Icelandair,0.08840258692288627,D
150,Icelandair,0.08840258692288627,D
151,Icelandair,0.08840258692288627,D
152,Icelandair,0.08840258692288627,D
153,Icelandair,0.08840258692288627,D
154,Icelandair,0.08840258692288627,D
155,Icelandair,0.08840258692288627,D
156,Icelandair,0.08840258692288627,D
157,Icelandair,0.08840258692288627,D
158,Icelandair,0.08840258692288627,D
159,Icelandair,0.08840258692288627,D
160,Icelandair,0.08840258692288627,D
161,Icelandair,0.08840258692288627,D
162,Icelandair,0.08840258692288627,D
163,Icelandair,0.08840258692288627,D
164,Icelandair,0.08840258692288627,D
165,Icelandair,0.08840258692288627,D
166,Icelandair,0.08840258692288627,D
167,Icelandair,0.08840258692288627,D
168,Icelandair,0.08840258692288627,D
169,Icelandair,0.08840258692288627,D
170,Icelandair,0.08840258692288627,D
171,Icelandair,0.08840258692288627,D
172,Icelandair,0.08840258692288627,D
173,Icelandair,0.08840258692288627,D
174,Icelandair,0.08840258692288627,D
175,Icelandair,0.08840258692288627,D
176,Icelandair,0.08840258692288627,D
177,Icelandair,0.08840258692288627,D
178,Icelandair,0.08840258692288627,D
179,Icelandair,0.08840258692288627,D
180,Icelandair,0.08840258692288627,D
181,Icelandair,0.08840258692288627,D
182,Icelandair,0.08840258692288627,D
183,Icelandair,0.08840258692288627,D
184,Icelandair,0.08840258692288627,D
185,Transavia,0.06189396729044339,A
186,Transavia,0.06189396729044339,A
187,Transavia,0.06189396729044339,A
188,Transavia,0.06189396729044339,A
189,Transavia,0.06189396729044339,A
190,Transavia,0.06189396729044339,A
191,Transavia,0.06189396729044339,A
192,Transavia,0.06189396729044339,A
193,Transavia,0.06189396729044339,A
194,Transavia,0.06189396729044339,A
195,Transavia,0.06189396729044339,A
196,Transavia,0.06189396729044339,A
197,Transavia,0.06189396729044339,A
198,Transavia,0.06189396729044339,A
199,Transavia,0.06189396729044339,A
200,Transavia,0.06189396729044339,A
201,Transavia,0.06189396729044339,A
202,Transavia,0.06189396729044339,A
203,Transavia,0.06189396729044339,A
204,Transavia,0.06189396729044339,A
205,Transavia,0.06189396729044339,A
206,TUI fly,0.06201232940412019,A
207,TUI fly,0.06201232940412019,A
208,Transavia,0.06189396729044339,A
209,Transavia,0.06189396729044339,A
210,Transavia,0.06189396729044339,A
211,Transavia,0.06189396729044339,A
212,Transavia,0.06189396729044339,A
213,Transavia,0.06189396729044339,A
214,Transavia,0.06189396729044339,A
215,Transavia,0.06189396729044339,A
216,Transavia,0.06189396729044339,A
217,Transavia,0.06189396729044339,A
218,Transavia,0.06189396729044339,A
219,Transavia,0.06189396729044339,A
220,Transavia,0.06189396729044339,A
221,TUI fly,0.06201232940412019,A
222,TUI fly,0.06201232940412019,A
223,Transavia,0.06189396729044339,A
224,Transavia,0.06189396729044339,A
225,Transavia,0.06189396729044339,A
226,Transavia,0.06189396729044339,A
227,Transavia,0.06189396729044339,A
228,Transavia,0.06189396729044339,A
229,Transavia,0.06189396729044339,A
230,Transavia,0.06189396729044339,A
231,Transavia,0.06189396729044339,A
232,Transavia,0.06189396729044339,A
233,Transavia,0.06189396729044339,A
234,Transavia,0.06189396729044339,A
235,Transavia,0.06189396729044339,A
236,Transavia,0.06189396729044339,A
237,Transavia,0.06189396729044339,A
238,Transavia,0.06189396729044339,A
239,Transavia,0.06189396729044339,A
240,Transavia,0.06189396729044339,A
241,Transavia,0.06189396729044339,A
242,Transavia,0.06189396729044339,A
243,Transavia,0.06189396729044339,A
244,Transavia,0.06189396729044339,A
245,Transavia,0.06189396729044339,A
246,Transavia,0.06189396729044339,A
247,Transavia,0.06189396729044339,A
248,Transavia,0.06189396729044339,A
249,Transavia,0.06189396729044339,A
250,Transavia,0.06189396729044339,A
251,Transavia,0.06189396729044339,A
252,Transavia,0.06189396729044339,A
253,Transavia,0.06189396729044339,A
254,Transavia,0.06189396729044339,A
255,Transavia,0.06189396729044339,A
256,Transavia,0.06189396729044339,A
257,Transavia,0.06189396729044339,A
258,Transavia,0.06189396729044339,A
259,Transavia,0.06189396729044339,A
260,Transavia,0.06189396729044339,A
261,Transavia,0.06189396729044339,A
262,Transavia,0.06189396729044339,A
263,Transavia,0.06189396729044339,A
264,Transavia,0.06189396729044339,A
265,Transavia,0.06189396729044339,A
266,Transavia,0.06189396729044339,A
267,Transavia,0.06189396729044339,A
268,Transavia,0.06189396729044339,A
269,Transavia,0.06189396729044339,A
270,Transavia,0.06189396729044339,A
271,Transavia,0.06189396729044339,A
272,Transavia,0.06189396729044339,A
273,Transavia,0.06189396729044339,A
274,Transavia,0.06189396729044339,A
275,Transavia,0.06189396729044339,A
276,Transavia,0.06189396729044339,A
277,Transavia,0.06189396729044339,A
278,Transavia,0.06189396729044339,A
279,Transavia,0.06189396729044339,A
280,Transavia,0.06189396729044339,A
281,Transavia,0.06189396729044339,A
282,Transavia,0.06189396729044339,A
283,Transavia,0.06189396729044339,A
284,Transavia,0.06189396729044339,A
285,TUI fly,0.06201232940412019,A
286,TUI fly,0.06201232940412019,A
287,Transavia,0.06189396729044339,A
288,Transavia,0.06189396729044339,A
289,Transavia,0.06189396729044339,A
290,Transavia,0.06189396729044339,A
291,Transavia,0.06189396729044339,A
292,Transavia,0.06189396729044339,A
293,Transavia,0.06189396729044339,A
294,Transavia,0.06189396729044339,A
295,Transavia,0.06189396729044339,A
296,Transavia,0.06189396729044339,A
297,Transavia,0.06189396729044339,A
298,Transavia,0.06189396729044339,A
299,Transavia,0.06189396729044339,A
300,Transavia,0.06189396729044339,A
301,Transavia,0.06189396729044339,A
302,Transavia,0.06189396729044339,A
303,Transavia,0.06189396729044339,A
304,Transavia,0.06189396729044339,A
305,Transavia,0.06189396729044339,A
306,Transavia,0.06189396729044339,A
307,Transavia,0.06189396729044339,A
308,Transavia,0.06189396729044339,A
309,Transavia,0.06189396729044339,A
310,Transavia,0.06189396729044339,A
311,Transavia,0.06189396729044339,A
312,Transavia,0.06189396729044339,A
313,Transavia,0.06189396729044339,A
314,Transavia,0.06189396729044339,A
315,Transavia,0.06189396729044339,A
316,Transavia,0.06189396729044339,A
317,Transavia,0.06189396729044339,A
318,Transavia,0.06189396729044339,A
319,Transavia,0.06189396729044339,A
320,Transavia,0.06189396729044339,A
321,Transavia,0.06189396729044339,A
322,Transavia,0.06189396729044339,A
323,Transavia,0.06189396729044339,A
324,Transavia,0.06189396729044339,A
325,Transavia,0.06189396729044339,A
326,Transavia,0.06189396729044339,A
327,Transavia,0.06189396729044339,A
328,Transavia,0.06189396729044339,A
329,Transavia,0.06189396729044339,A
330,Transavia,0.06189396729044339,A
331,Transavia,0.06189396729044339,A
332,Transavia,0.06189396729044339,A
333,Transavia,0.06189396729044339,A
334,TUI fly,0.06201232940412019,A
335,TUI fly,0.06201232940412019,A
336,TUI fly,0.06201232940412019,A
337,Transavia,0.06189396729044339,A
338,Transavia,0.06189396729044339,A
339,Transavia,0.06189396729044339,A
340,Transavia,0.06189396729044339,A
341,Transavia,0.06189396729044339,A
342,Transavia,0.06189396729044339,A
343,Transavia,0.06189396729044339,A
344,Transavia,0.06189396729044339,A
345,Transavia,0.06189396729044339,A
346,Transavia,0.06189396729044339,A
347,Transavia,0.06189396729044339,A
348,Transavia,0.06189396729044339,A
349,Transavia,0.06189396729044339,A
350,Transavia,0.06189396729044339,A
351,Transavia,0.06189396729044339,A
352,Transavia,0.06189396729044339,A
353,Transavia,0.06189396729044339,A
354,Transavia,0.06189396729044339,A
355,Transavia,0.06189396729044339,A
356,Transavia,0.06189396729044339,A
357,Transavia,0.06189396729044339,A
358,Transavia,0.06189396729044339,A
359,Transavia,0.06189396729044339,A
360,Transavia,0.06189396729044339,A
361,Transavia,0.06189396729044339,A
362,Transavia,0.06189396729044339,A
363,Transavia,0.06189396729044339,A
364,Transavia,0.06189396729044339,A
365,Transavia,0.06189396729044339,A
366,Transavia,0.06189396729044339,A
367,Transavia,0.06189396729044339,A
368,Transavia,0.06189396729044339,A
369,Transavia,0.06189396729044339,A
370,Transavia,0.06189396729044339,A
371,Transavia,0.06189396729044339,A
372,Transavia,0.06189396729044339,A
373,Transavia,0.06189396729044339,A
374,Transavia,0.06189396729044339,A
375,Transavia,0.06189396729044339,A
376,Transavia,0.06189396729044339,A
377,Transavia,0.06189396729044339,A
378,Transavia,0.06189396729044339,A
379,Transavia,0.06189396729044339,A
380,Transavia,0.06189396729044339,A
381,Transavia,0.06189396729044339,A
382,Transavia,0.06189396729044339,A
383,Transavia,0.06189396729044339,A
384,Transavia,0.06189396729044339,A
385,Transavia,0.06189396729044339,A
386,Transavia,0.06189396729044339,A
387,Transavia,0.06189396729044339,A
388,Transavia,0.06189396729044339,A
389,Transavia,0.06189396729044339,A
390,Transavia,0.06189396729044339,A
391,Transavia,0.06189396729044339,A
392,Transavia,0.06189396729044339,A
393,Transavia,0.06189396729044339,A
394,Transavia,0.06189396729044339,A
395,Transavia,0.06189396729044339,A
396,Transavia,0.06189396729044339,A
397,Transavia,0.06189396729044339,A
398,Transavia,0.06189396729044339,A
399,Transavia,0.06189396729044339,A
400,Transavia,0.06189396729044339,A
401,Transavia,0.06189396729044339,A
402,Transavia,0.06189396729044339,A
403,Transavia,0.06189396729044339,A
404,Transavia,0.06189396729044339,A
405,Transavia,0.06189396729044339,A
406,Transavia,0.06189396729044339,A
407,Transavia,0.06189396729044339,A
408,Transavia,0.06189396729044339,A
409,Transavia,0.06189396729044339,A
410,Transavia,0.06189396729044339,A
411,Transavia,0.06189396729044339,A
412,Transavia,0.06189396729044339,A
413,Transavia,0.06189396729044339,A
414,Transavia,0.06189396729044339,A
415,Transavia,0.06189396729044339,A
416,Transavia,0.06189396729044339,A
417,Transavia,0.06189396729044339,A
418,Transavia,0.06189396729044339,A
419,Transavia,0.06189396729044339,A
420,Transavia,0.06189396729044339,A
421,Transavia,0.06189396729044339,A
422,Transavia,0.06189396729044339,A
423,Transavia,0.06189396729044339,A
424,Transavia,0.06189396729044339,A
425,Transavia,0.06189396729044339,A
426,Transavia,0.06189396729044339,A
427,Transavia,0.06189396729044339,A
428,Transavia,0.06189396729044339,A
429,Transavia,0.06189396729044339,A
430,Transavia,0.06189396729044339,A
431,Transavia,0.06189396729044339,A
432,Transavia,0.06189396729044339,A
433,Transavia,0.06189396729044339,A
434,Transavia,0.06189396729044339,A
435,Transavia,0.06189396729044339,A
436,Transavia,0.06189396729044339,A
437,Transavia,0.06189396729044339,A
438,Ryanair,0.06205778968822162,A
439,Ryanair,0.06205778968822162,A
440,Ryanair,0.06205778968822162,A
441,Ryanair,0.06205778968822162,A
442,Ryanair,0.06205778968822162,A
443,Ryanair,0.06205778968822162,A
444,Ryanair,0.06205778968822162,A
445,Ryanair,0.06205778968822162,A
446,Ryanair,0.06205778968822162,A
447,Ryanair,0.06205778968822162,A
448,Ryanair,0.06205778968822162,A
449,Ryanair,0.06205778968822162,A
450,Ryanair,0.06205778968822162,A
451,Ryanair,0.06205778968822162,A
452,Ryanair,0.06205778968822162,A
453,Ryanair,0.06205778968822162,A
454,Ryanair,0.06205778968822162,A
455,Ryanair,0.06205778968822162,A
456,Ryanair,0.06205778968822162,A
457,Ryanair,0.06205778968822162,A
458,Ryanair,0.06205778968822162,A
459,Ryanair,0.06205778968822162,A
460,Ryanair,0.06205778968822162,A
461,Ryanair,0.06205778968822162,A
462,Ryanair,0.06205778968822162,A
463,Ryanair,0.06205778968822162,A
464,Ryanair,0.06205778968822162,A
465,Ryanair,0.06205778968822162,A
466,Ryanair,0.06205778968822162,A
467,Ryanair,0.06205778968822162,A
468,Ryanair,0.06205778968822162,A
469,Ryanair,0.06205778968822162,A
470,Ryanair,0.06205778968822162,A
471,Ryanair,0.06205778968822162,A
472,Ryanair,0.06205778968822162,A
473,Ryanair,0.06205778968822162,A
474,Ryanair,0.06205778968822162,A
475,Ryanair,0.06205778968822162,A
476,Ryanair,0.06205778968822162,A
477,Ryanair,0.06205778968822162,A
478,Ryanair,0.06205778968822162,A
479,Ryanair,0.06205778968822162,A
480,Ryanair,0.06205778968822162,A
481,Ryanair,0.06205778968822162,A
482,KLM,0.0750047739926156,C
483,KLM,0.0750047739926156,C
484,KLM,0.0750047739926156,C
485,KLM,0.0750047739926156,C
486,KLM,0.0750047739926156,C
487,KLM,0.0750047739926156,C
488,KLM,0.0750047739926156,C
489,KLM,0.0750047739926156,C
490,KLM,0.0750047739926156,C
491,KLM,0.0750047739926156,C
492,KLM,0.0750047739926156,C
493,KLM,0.0750047739926156,C
494,KLM,0.0750047739926156,C
495,KLM,0.0750047739926156,C
496,KLM,0.0750047739926156,C
497,KLM,0.0750047739926156,C
498,KLM,0.0750047739926156,C
499,KLM,0.0750047739926156,C
500,KLM,0.0750047739926156,C
501,KLM,0.0750047739926156,C
502,KLM,0.0750047739926156,C
503,KLM,0.0750047739926156,C
504,KLM,0.0750047739926156,C
505,KLM,0.0750047739926156,C
506,KLM,0.0750047739926156,C
507,KLM,0.0750047739926156,C
508,KLM,0.0750047739926156,C
509,KLM,0.0750047739926156,C
510,KLM,0.0750047739926156,C
511,KLM,0.0750047739926156,C
512,KLM,0.0750047739926156,C
513,KLM,0.0750047739926156,C
514,KLM,0.0750047739926156,C
515,KLM,0.0750047739926156,C
516,KLM,0.0750047739926156,C
517,Transavia,0.06189396729044339,A
518,Transavia,0.06189396729044339,A
519,Transavia,0.06189396729044339,A
520,Transavia,0.06189396729044339,A
521,Transavia,0.06189396729044339,A
522,Transavia,0.06189396729044339,A
523,Transavia,0.06189396729044339,A
524,Transavia,0.06189396729044339,A
525,Transavia,0.06189396729044339,A
526,Transavia,0.06189396729044339,A
527,Transavia,0.06189396729044339,A
528,Transavia,0.06189396729044339,A
529,Transavia,0.06189396729044339,A
530,Transavia,0.06189396729044339,A
531,Transavia,0.06189396729044339,A
532,Transavia,0.06189396729044339,A
533,Transavia,0.06189396729044339,A
534,Transavia,0.06189396729044339,A
535,Transavia,0.06189396729044339,A
536,Transavia,0.06189396729044339,A
537,Transavia,0.06189396729044339,A
538,Transavia,0.06189396729044339,A
539,Transavia,0.06189396729044339,A
540,Transavia,0.06189396729044339,A
541,Transavia,0.06189396729044339,A
542,Transavia,0.06189396729044339,A
543,Transavia,0.06189396729044339,A
544,Transavia,0.06189396729044339,A
545,Transavia,0.06189396729044339,A
546,Transavia,0.06189396729044339,A
547,Transavia,0.06189396729044339,A
548,Transavia,0.06189396729044339,A
549,Transavia,0.06189396729044339,A
550,Transavia,0.06189396729044339,A
551,Transavia,0.06189396729044339,A
552,Transavia,0.06189396729044339,A
553,Transavia,0.06189396729044339,A
554,Transavia,0.06189396729044339,A
555,Transavia,0.06189396729044339,A
556,Transavia,0.06189396729044339,A
557,Transavia,0.06189396729044339,A
558,Transavia,0.06189396729044339,A
559,Transavia,0.06189396729044339,A
560,Transavia,0.06189396729044339,A
561,Transavia,0.06189396729044339,A
562,Transavia,0.06189396729044339,A
563,Transavia,0.06189396729044339,A
564,Transavia,0.06189396729044339,A
565,Transavia,0.06189396729044339,A
566,Transavia,0.06189396729044339,A
567,Transavia,0.06189396729044339,A
568,Transavia,0.06189396729044339,A
569,Transavia,0.06189396729044339,A
570,Transavia,0.06189396729044339,A
571,Transavia,0.06189396729044339,A
572,Transavia,0.06189396729044339,A
573,Transavia,0.06189396729044339,A
574,Transavia,0.06189396729044339,A
575,Transavia,0.06189396729044339,A
576,Transavia,0.06189396729044339,A
577,Transavia,0.06189396729044339,A
578,Transavia,0.06189396729044339,A
579,Transavia,0.06189396729044339,A
580,Transavia,0.06189396729044339,A
581,Transavia,0.06189396729044339,A
582,Transavia,0.06189396729044339,A
583,Transavia,0.06189396729044339,A
584,Transavia,0.06189396729044339,A
585,Transavia,0.06189396729044339,A
586,Transavia,0.06189396729044339,A
587,Transavia,0.06189396729044339,A
588,Transavia,0.06189396729044339,A
589,Transavia,0.06189396729044339,A
590,Transavia,0.06189396729044339,A
591,Transavia,0.06189396729044339,A
592,Transavia,0.06189396729044339,A
593,Transavia,0.06189396729044339,A
594,Transavia,0.06189396729044339,A
595,Transavia,0.06189396729044339,A
596,Transavia,0.06189396729044339,A
597,Transavia,0.06189396729044339,A
598,Transavia,0.06189396729044339,A
599,Transavia,0.06189396729044339,A
600,Transavia,0.06189396729044339,A
601,Transavia,0.06189396729044339,A
602,Transavia,0.06189396729044339,A
603,Transavia,0.06189396729044339,A
604,Transavia,0.06189396729044339,A
605,Transavia,0.06189396729044339,A
606,Transavia,0.06189396729044339,A
607,Transavia,0.06189396729044339,A
608,Transavia,0.06189396729044339,A
609,Transavia,0.06189396729044339,A
610,Transavia,0.06189396729044339,A
611,Transavia,0.06189396729044339,A
612,Transavia,0.06189396729044339,A
613,Transavia,0.06189396729044339,A
614,Transavia,0.06189396729044339,A
615,Transavia,0.06189396729044339,A
616,Transavia,0.06189396729044339,A
617,Transavia,0.06189396729044339,A
618,Transavia,0.06189396729044339,A
619,Transavia,0.06189396729044339,A
620,Transavia,0.06189396729044339,A
621,Transavia,0.06189396729044339,A
622,Transavia,0.06189396729044339,A
623,Transavia,0.06189396729044339,A
624,Transavia,0.06189396729044339,A
625,Transavia,0.06189396729044339,A
626,Transavia,0.06189396729044339,A
627,Transavia,0.06189396729044339,A
628,Transavia,0.06189396729044339,A
629,Transavia,0.06189396729044339,A
630,Transavia,0.06189396729044339,A
631,KLM,0.0750047739926156,C
632,KLM,0.0750047739926156,C
633,KLM,0.0750047739926156,C
634,KLM,0.0750047739926156,C
635,KLM,0.0750047739926156,C
636,KLM,0.0750047739926156,C
637,KLM,0.0750047739926156,C
638,KLM,0.0750047739926156,C
639,KLM,0.0750047739926156,C
640,KLM,0.0750047739926156,C
641,KLM,0.0750047739926156,C
642,KLM,0.0750047739926156,C
643,KLM,0.0750047739926156,C
644,KLM,0.0750047739926156,C
645,Transavia,0.06189396729044339,A
646,Transavia,0.06189396729044339,A
647,Transavia,0.06189396729044339,A
648,Transavia,0.06189396729044339,A
649,Transavia,0.06189396729044339,A
650,Transavia,0.06189396729044339,A
651,Transavia,0.06189396729044339,A
652,Transavia,0.06189396729044339,A
653,Transavia,0.06189396729044339,A
654,Transavia,0.06189396729044339,A
655,Transavia,0.06189396729044339,A
656,Transavia,0.06189396729044339,A
657,Transavia,0.06189396729044339,A
658,Transavia,0.06189396729044339,A
659,Transavia,0.06189396729044339,A
660,Transavia,0.06189396729044339,A
661,Transavia,0.06189396729044339,A
662,Transavia,0.06189396729044339,A
663,Transavia,0.06189396729044339,A
664,Transavia,0.06189396729044339,A
665,Transavia,0.06189396729044339,A
666,Transavia,0.06189396729044339,A
667,Transavia,0.06189396729044339,A
668,Transavia,0.06189396729044339,A
669,Transavia,0.06189396729044339,A
670,Transavia,0.06189396729044339,A
671,Transavia,0.06189396729044339,A
672,Transavia,0.06189396729044339,A
673,Transavia,0.06189396729044339,A
674,Transavia,0.06189396729044339,A
675,Transavia,0.06189396729044339,A
676,Transavia,0.06189396729044339,A
677,Transavia,0.06189396729044339,A
678,Transavia,0.06189396729044339,A
679,Transavia,0.06189396729044339,A
680,Transavia,0.06189396729044339,A
681,Transavia,0.06189396729044339,A
682,Transavia,0.06189396729044339,A
683,Transavia,0.06189396729044339,A
684,Transavia,0.06189396729044339,A
685,Transavia,0.06189396729044339,A
686,Transavia,0.06189396729044339,A
687,Transavia,0.06189396729044339,A
688,Transavia,0.06189396729044339,A
689,Transavia,0.06189396729044339,A
690,KLM,0.0750047739926156,C
691,KLM,0.0750047739926156,C
692,KLM,0.0750047739926156,C
693,KLM,0.0750047739926156,C
694,KLM,0.0750047739926156,C
695,KLM,0.0750047739926156,C
696,KLM,0.0750047739926156,C
697,KLM,0.0750047739926156,C
698,KLM,0.0750047739926156,C
699,KLM,0.0750047739926156,C
700,KLM,0.0750047739926156,C
701,KLM,0.0750047739926156,C
702,KLM,0.0750047739926156,C
703,KLM,0.0750047739926156,C
704,KLM,0.0750047739926156,C
705,KLM,0.0750047739926156,C
706,KLM,0.0750047739926156,C
707,KLM,0.0750047739926156,C
708,KLM,0.0750047739926156,C
709,KLM,0.0750047739926156,C
710,KLM,0.0750047739926156,C
711,KLM,0.0750047739926156,C
712,KLM,0.0750047739926156,C
713,KLM,0.0750047739926156,C
714,KLM,0.0750047739926156,C
715,KLM,0.0750047739926156,C
716,KLM,0.0750047739926156,C
717,KLM,0.0750047739926156,C
718,KLM,0.0750047739926156,C
719,KLM,0.0750047739926156,C
720,KLM,0.0750047739926156,C
721,KLM,0.0750047739926156,C
722,KLM,0.0750047739926156,C
723,KLM,0.0750047739926156,C
724,KLM,0.0750047739926156,C
725,KLM,0.0750047739926156,C
726,KLM,0.0750047739926156,C
727,KLM,0.0750047739926156,C
728,KLM,0.0750047739926156,C
729,KLM,0.0750047739926156,C
730,KLM,0.0750047739926156,C
731,KLM,0.0750047739926156,C
732,KLM,0.0750047739926156,C
733,KLM,0.0750047739926156,C
734,KLM,0.0750047739926156,C
735,KLM,0.0750047739926156,C
736,KLM,0.0750047739926156,C
737,KLM,0.0750047739926156,C
738,KLM,0.0750047739926156,C
739,KLM,0.0750047739926156,C
740,KLM,0.0750047739926156,C
741,KLM,0.0750047739926156,C
742,KLM,0.0750047739926156,C
743,KLM,0.0750047739926156,C
744,KLM,0.0750047739926156,C
745,KLM,0.0750047739926156,C
746,KLM,0.0750047739926156,C
747,KLM,0.0750047739926156,C
748,KLM,0.0750047739926156,C
749,KLM,0.0750047739926156,C
750,KLM,0.0750047739926156,C
751,KLM,0.0750047739926156,C
752,KLM,0.0750047739926156,C
753,KLM,0.0750047739926156,C
754,KLM,0.0750047739926156,C
755,KLM,0.0750047739926156,C
756,KLM,0.0750047739926156,C
757,KLM,0.0750047739926156,C
758,KLM,0.0750047739926156,C
759,KLM,0.0750047739926156,C
760,KLM,0.0750047739926156,C
761,KLM,0.0750047739926156,C
762,KLM,0.0750047739926156,C
763,KLM,0.0750047739926156,C
764,KLM,0.0750047739926156,C
